Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-09-19 09:30:00-04:00,286.1000061035156,288.9599914550781,286.0400085449219,288.4599914550781,13123279,0.519,0.0,0.0
2022-09-19 10:30:00-04:00,288.42999267578125,289.989990234375,287.95001220703125,288.1697082519531,6694959,0.0,0.0,0.0
2022-09-19 11:30:00-04:00,288.1499938964844,288.260009765625,286.8450012207031,287.6400146484375,7390894,0.0,0.0,0.0
2022-09-19 12:30:00-04:00,287.64990234375,289.32000732421875,287.57501220703125,289.1050109863281,5209837,0.0,0.0,0.0
2022-09-19 13:30:00-04:00,289.1099853515625,289.1099853515625,288.0,288.5199890136719,4296003,0.0,0.0,0.0
2022-09-19 14:30:00-04:00,288.5199890136719,291.010009765625,288.42999267578125,290.70001220703125,6335839,0.0,0.0,0.0
2022-09-19 15:30:00-04:00,290.70001220703125,291.2099914550781,290.17999267578125,291.0899963378906,6517194,0.0,0.0,0.0
2022-09-20 09:30:00-04:00,288.489990234375,289.260009765625,287.7900085449219,288.8399963378906,13456437,0.0,0.0,0.0
2022-09-20 10:30:00-04:00,288.8399963378906,290.17999267578125,287.860107421875,289.8716125488281,6259465,0.0,0.0,0.0
2022-09-20 11:30:00-04:00,289.8900146484375,291.07000732421875,289.32000732421875,289.62420654296875,4870862,0.0,0.0,0.0
2022-09-20 12:30:00-04:00,289.6000061035156,289.67999267578125,287.6600036621094,287.67999267578125,5384205,0.0,0.0,0.0
2022-09-20 13:30:00-04:00,287.6700134277344,288.0199890136719,286.3800048828125,287.6700134277344,6470629,0.0,0.0,0.0
2022-09-20 14:30:00-04:00,287.6687927246094,289.1099853515625,286.82000732421875,288.80938720703125,6330831,0.0,0.0,0.0
2022-09-20 15:30:00-04:00,288.7799072265625,289.6600036621094,288.2349853515625,288.67999267578125,6494773,0.0,0.0,0.0
2022-09-21 09:30:00-04:00,289.5899963378906,290.5400085449219,289.0249938964844,290.4800109863281,10105931,0.0,0.0,0.0
2022-09-21 10:30:00-04:00,290.4914855957031,290.55999755859375,289.0799865722656,289.6700134277344,5879727,0.0,0.0,0.0
2022-09-21 11:30:00-04:00,289.69000244140625,290.3900146484375,289.5400085449219,290.3699951171875,3354136,0.0,0.0,0.0
2022-09-21 12:30:00-04:00,290.3699951171875,290.80999755859375,289.7300109863281,290.10198974609375,3328242,0.0,0.0,0.0
2022-09-21 13:30:00-04:00,290.1000061035156,291.8800048828125,284.8500061035156,286.8999938964844,15438139,0.0,0.0,0.0
2022-09-21 14:30:00-04:00,286.8900146484375,293.95001220703125,286.0799865722656,287.0,26403132,0.0,0.0,0.0
2022-09-21 15:30:00-04:00,286.9800109863281,287.2200012207031,283.4200134277344,283.4200134277344,14072781,0.0,0.0,0.0
2022-09-22 09:30:00-04:00,282.0,282.94000244140625,280.17498779296875,280.989990234375,18540439,0.0,0.0,0.0
2022-09-22 10:30:00-04:00,280.92999267578125,281.55999755859375,278.81500244140625,279.5602111816406,9364807,0.0,0.0,0.0
2022-09-22 11:30:00-04:00,279.57000732421875,281.0799865722656,279.42999267578125,280.3599853515625,5803114,0.0,0.0,0.0
2022-09-22 12:30:00-04:00,280.3673095703125,281.2300109863281,279.45001220703125,280.2049865722656,4373380,0.0,0.0,0.0
2022-09-22 13:30:00-04:00,280.19000244140625,281.114990234375,279.0799865722656,279.5299987792969,5566003,0.0,0.0,0.0
2022-09-22 14:30:00-04:00,279.5199890136719,282.30999755859375,279.239990234375,281.5799865722656,7856055,0.0,0.0,0.0
2022-09-22 15:30:00-04:00,281.6000061035156,283.0299987792969,279.9800109863281,280.04998779296875,7874365,0.0,0.0,0.0
2022-09-23 09:30:00-04:00,277.25,277.8500061035156,274.6600036621094,276.29998779296875,20057064,0.0,0.0,0.0
2022-09-23 10:30:00-04:00,276.2998962402344,276.7799987792969,275.1700134277344,275.5899963378906,8827847,0.0,0.0,0.0
2022-09-23 11:30:00-04:00,275.6000061035156,276.07000732421875,273.7900085449219,273.8039855957031,7361478,0.0,0.0,0.0
2022-09-23 12:30:00-04:00,273.82000732421875,275.4399108886719,273.65008544921875,274.1700134277344,6853213,0.0,0.0,0.0
2022-09-23 13:30:00-04:00,274.1499938964844,274.8299865722656,272.6449890136719,273.2900085449219,7265455,0.0,0.0,0.0
2022-09-23 14:30:00-04:00,273.29998779296875,274.45001220703125,272.0199890136719,274.19000244140625,9628035,0.0,0.0,0.0
2022-09-23 15:30:00-04:00,274.19000244140625,275.79949951171875,274.1300048828125,275.5199890136719,9101060,0.0,0.0,0.0
2022-09-26 09:30:00-04:00,275.5,279.489990234375,275.45001220703125,279.114990234375,17846204,0.0,0.0,0.0
2022-09-26 10:30:00-04:00,279.0799865722656,279.1600036621094,275.5799865722656,275.5950012207031,8016364,0.0,0.0,0.0
2022-09-26 11:30:00-04:00,275.6099853515625,276.7300109863281,274.19000244140625,274.4200134277344,7337789,0.0,0.0,0.0
2022-09-26 12:30:00-04:00,274.4200134277344,275.7900085449219,273.7300109863281,274.2900085449219,10694452,0.0,0.0,0.0
2022-09-26 13:30:00-04:00,274.2900085449219,275.4599914550781,273.57000732421875,274.30999755859375,6932519,0.0,0.0,0.0
2022-09-26 14:30:00-04:00,274.32000732421875,276.29998779296875,273.8999938964844,275.6000061035156,7618705,0.0,0.0,0.0
2022-09-26 15:30:00-04:00,275.6000061035156,276.2699890136719,273.8900146484375,274.19000244140625,8076407,0.0,0.0,0.0
2022-09-27 09:30:00-04:00,277.80999755859375,280.2099914550781,276.25,276.94000244140625,18150107,0.0,0.0,0.0
2022-09-27 10:30:00-04:00,276.9599914550781,278.6199951171875,275.40399169921875,275.6199951171875,8661294,0.0,0.0,0.0
2022-09-27 11:30:00-04:00,275.6300048828125,276.2699890136719,272.1099853515625,273.2110900878906,9929786,0.0,0.0,0.0
2022-09-27 12:30:00-04:00,273.20001220703125,273.9800109863281,272.5799865722656,273.15130615234375,6423736,0.0,0.0,0.0
2022-09-27 13:30:00-04:00,273.1199951171875,273.82000732421875,272.30999755859375,273.239990234375,6570535,0.0,0.0,0.0
2022-09-27 14:30:00-04:00,273.260009765625,275.25,272.8299865722656,273.989990234375,8132291,0.0,0.0,0.0
2022-09-27 15:30:00-04:00,273.9800109863281,275.0400085449219,273.2699890136719,274.510009765625,8642451,0.0,0.0,0.0
2022-09-28 09:30:00-04:00,274.4599914550781,276.3599853515625,272.94500732421875,276.30999755859375,21034026,0.0,0.0,0.0
2022-09-28 10:30:00-04:00,276.30999755859375,277.70001220703125,275.6600036621094,276.8399963378906,15528191,0.0,0.0,0.0
2022-09-28 11:30:00-04:00,276.8399963378906,278.8500061035156,276.32818603515625,277.70001220703125,8774290,0.0,0.0,0.0
2022-09-28 12:30:00-04:00,277.7099914550781,278.9801940917969,277.44000244140625,278.4599914550781,6509114,0.0,0.0,0.0
2022-09-28 13:30:00-04:00,278.510009765625,278.6000061035156,277.44000244140625,278.4800109863281,6861733,0.0,0.0,0.0
2022-09-28 14:30:00-04:00,278.489990234375,280.2799987792969,278.2799987792969,280.0400085449219,6910693,0.0,0.0,0.0
2022-09-28 15:30:00-04:00,280.05999755859375,281.25,279.760009765625,279.8500061035156,7553113,0.0,0.0,0.0
2022-09-29 09:30:00-04:00,275.8599853515625,276.25,270.4599914550781,271.4591979980469,22322191,0.0,0.0,0.0
2022-09-29 10:30:00-04:00,271.45001220703125,272.760009765625,270.45001220703125,271.8500061035156,10967067,0.0,0.0,0.0
2022-09-29 11:30:00-04:00,271.8349914550781,273.2699890136719,271.239990234375,271.5400085449219,6815814,0.0,0.0,0.0
2022-09-29 12:30:00-04:00,271.5299987792969,271.9700012207031,270.57000732421875,270.7699890136719,4654383,0.0,0.0,0.0
2022-09-29 13:30:00-04:00,270.760009765625,271.44000244140625,268.8399963378906,269.8489074707031,8814421,0.0,0.0,0.0
2022-09-29 14:30:00-04:00,269.8399963378906,271.0368957519531,269.1600036621094,270.45989990234375,8683443,0.0,0.0,0.0
2022-09-29 15:30:00-04:00,270.44000244140625,272.2799987792969,270.32000732421875,272.0199890136719,13229561,0.0,0.0,0.0
2022-09-30 09:30:00-04:00,271.0299987792969,273.20001220703125,270.0,272.8399963378906,19088093,0.0,0.0,0.0
2022-09-30 10:30:00-04:00,272.8299865722656,275.19000244140625,272.6099853515625,274.5199890136719,8830478,0.0,0.0,0.0
2022-09-30 11:30:00-04:00,274.5299987792969,274.7699890136719,271.3800048828125,272.0799865722656,9458005,0.0,0.0,0.0
2022-09-30 12:30:00-04:00,272.07000732421875,272.8900146484375,271.42999267578125,272.04998779296875,4988604,0.0,0.0,0.0
2022-09-30 13:30:00-04:00,272.07000732421875,272.2300109863281,270.1000061035156,270.55999755859375,6834316,0.0,0.0,0.0
2022-09-30 14:30:00-04:00,270.5400085449219,271.07000732421875,268.7099914550781,269.6611022949219,9689720,0.0,0.0,0.0
2022-09-30 15:30:00-04:00,269.6600036621094,270.1299133300781,267.1000061035156,267.17999267578125,13520106,0.0,0.0,0.0
2022-10-03 09:30:00-04:00,269.07000732421875,271.739990234375,267.5299987792969,271.510009765625,16321459,0.0,0.0,0.0
2022-10-03 10:30:00-04:00,271.5299987792969,272.260009765625,271.0299987792969,272.0,6686416,0.0,0.0,0.0
